Term,Stamm,Sprache,Zeitraum
அக்கா,*akka-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அங்கம்,अङ्ग,Sanskrit,1500 BCE - present (liturgical/classical)
பங்களா,बंगला,Hindi,not available
புலி,𑀧𑀼𑀮𑀺,Old Tamil,300 BCE - 700 CE
புலி,*puli,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
நாடு,𑀦𑀸𑀝𑀷𑁆,Old Tamil,300 BCE - 700 CE
நாடு,*nāṭu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தேசம்,देश,Sanskrit,1500 BCE - present (liturgical/classical)
குரு,गुरु,Sanskrit,1500 BCE - present (liturgical/classical)
கோடி,*kōḍ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
கோடி,कोटि,Sanskrit,1500 BCE - present (liturgical/classical)
கோடி,*kōṇ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தமிழ்நாடு,தமிழ்,Tamil,300 BCE - present
தமிழ்நாடு,நாடு,Tamil,300 BCE - present
லட்சம்,लक्ष,Sanskrit,1500 BCE - present (liturgical/classical)
காபி,kahve,Turkish,not available
காபி,قهوة,Arabic,600 CE - present
முஸ்லிம்,مُسْلِم,Arabic,600 CE - present
இந்தியா,India,English,1550 CE - present
நான்,*yāṉ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
நான்,नान,Hindi,not available
நான்,نان,Persian,1000 CE - present
தாயகம்,தாய்,Tamil,300 BCE - present
தாயகம்,அகம்,Tamil,300 BCE - present
நூலகம்,நூல்,Tamil,300 BCE - present
நூலகம்,அகம்,Tamil,300 BCE - present
இயங்குதளம்,இயங்கு,Tamil,300 BCE - present
இயங்குதளம்,தளம்,Tamil,300 BCE - present
கடவுள்,கட,Tamil,300 BCE - present
கடவுள்,உள்,Tamil,300 BCE - present
ஆரம்,हार,Sanskrit,1500 BCE - present (liturgical/classical)
களை,कला,Sanskrit,1500 BCE - present (liturgical/classical)
ஆடு,*yāṭu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இரு,*iru,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இலை,*elay,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஏணி,श्रेणि,Sanskrit,1500 BCE - present (liturgical/classical)
வெட்டுக்கிளி,வெட்டு,Tamil,300 BCE - present
வெட்டுக்கிளி,கிளி,Tamil,300 BCE - present
ஊர்,*ūr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
உலகம்,लोक,Sanskrit,1500 BCE - present (liturgical/classical)
ஐயம்,संशय,Sanskrit,1500 BCE - present (liturgical/classical)
ஐந்து,*caymtu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஒரு,*oru,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஒன்று,*onṯu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஓடு,*ōṭu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
நீர்,𑀦𑀻𑀭𑁆,Old Tamil,300 BCE - 700 CE
நீர்,*nīr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
கிளி,𑀓𑀺𑀴𑀺,Old Tamil,300 BCE - 700 CE
நிலம்,*nilam,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
குதிரை,*kuti,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
நிலா,*nelanc(c)-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
௹,रूप्यक,Sanskrit,1500 BCE - present (liturgical/classical)
ஆண் குறி,ஆண்,Tamil,300 BCE - present
ஆண் குறி,குறி,Tamil,300 BCE - present
போன்றீயம்,போன்று,Tamil,300 BCE - present
போன்றீயம்,ஈயம்,Tamil,300 BCE - present
நீலிரும்பு,நீலம்,Tamil,300 BCE - present
நீலிரும்பு,இரும்பு,Tamil,300 BCE - present
செங்கந்தகம்,செங்,Tamil,300 BCE - present
செங்கந்தகம்,கந்தகம்,Tamil,300 BCE - present
குருகுலம்,குரு,Tamil,300 BCE - present
குருகுலம்,குலம்,Tamil,300 BCE - present
இரண்டு,*iru,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தருமராசா,धर्मराजा,Sanskrit,1500 BCE - present (liturgical/classical)
மாங்காய்,*maṯkāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
நூல்,𑀦𑀽𑀮𑁆,Old Tamil,300 BCE - 700 CE
வீடு,*wīṭu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
மேகம்,मेघ,Sanskrit,1500 BCE - present (liturgical/classical)
மரம்,𑀫𑀭𑀫𑁆,Old Tamil,300 BCE - 700 CE
தீவு,𑀤𑀻𑀯,Maharastri Prakrit,1 CE - 700 CE
தீவு,द्वीप,Sanskrit,1500 BCE - present (liturgical/classical)
சுண்ணம்,चूर्ण,Sanskrit,1500 BCE - present (liturgical/classical)
கூகை,घूक,Sanskrit,1500 BCE - present (liturgical/classical)
ஒன்பது,*on,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
மிருதங்கம்,मृदंग,Sanskrit,1500 BCE - present (liturgical/classical)
இராமாயணம்,रामायण,Sanskrit,1500 BCE - present (liturgical/classical)
இருக்கு வேதம்,ऋग्वेद,Sanskrit,1500 BCE - present (liturgical/classical)
மூன்று,*mūnṯu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆறு,*yāṯu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
நான்கு,*nāl,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஏழு,*ēẓ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
எட்டு,*eṇṭṭu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
பத்து,*paHtu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
நூறு,*nūṯ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆயிரம்,सहस्र,Sanskrit,1500 BCE - present (liturgical/classical)
கடல்,கட,Tamil,300 BCE - present
கடல்,அல்,Tamil,300 BCE - present
நட்சத்திரம்,नक्षत्र,Sanskrit,1500 BCE - present (liturgical/classical)
இராசி,राजि,Sanskrit,1500 BCE - present (liturgical/classical)
இராசி,राशि,Sanskrit,1500 BCE - present (liturgical/classical)
அமையம்,समय,Sanskrit,1500 BCE - present (liturgical/classical)
நபம்,नभस्,Sanskrit,1500 BCE - present (liturgical/classical)
இதயம்,*ḱḗr,Proto-Indo-European,4500 BCE - 2500 BCE
அதிகாரம்,अधिकार,Sanskrit,1500 BCE - present (liturgical/classical)
மணி,मणि,Sanskrit,1500 BCE - present (liturgical/classical)
நீதி,नीति,Sanskrit,1500 BCE - present (liturgical/classical)
இலக்கணம்,𑀇𑀮𑀓𑁆𑀓𑀡𑀫𑁆,Old Tamil,300 BCE - 700 CE
இலக்கணம்,लक्षण,Sanskrit,1500 BCE - present (liturgical/classical)
அணு,अणु,Sanskrit,1500 BCE - present (liturgical/classical)
காப்பியம்,काव्य,Sanskrit,1500 BCE - present (liturgical/classical)
சுவாசம்,श्वास,Sanskrit,1500 BCE - present (liturgical/classical)
அகங்காரம்,अहंकार,Sanskrit,1500 BCE - present (liturgical/classical)
மனசு,मनस्,Sanskrit,1500 BCE - present (liturgical/classical)
சுந்தரம்,सुन्दर,Sanskrit,1500 BCE - present (liturgical/classical)
சனி,शनि,Sanskrit,1500 BCE - present (liturgical/classical)
பலம்,फल,Sanskrit,1500 BCE - present (liturgical/classical)
பலம்,बल,Sanskrit,1500 BCE - present (liturgical/classical)
அரசன்,*aracaṉ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அரசன்,राजन्,Sanskrit,1500 BCE - present (liturgical/classical)
தருமம்,धर्म,Sanskrit,1500 BCE - present (liturgical/classical)
கருமம்,कर्मन्,Sanskrit,1500 BCE - present (liturgical/classical)
இட்டம்,इष्ट,Sanskrit,1500 BCE - present (liturgical/classical)
சிங்கம்,सिंह,Sanskrit,1500 BCE - present (liturgical/classical)
அவதாரம்,अवतार,Sanskrit,1500 BCE - present (liturgical/classical)
பாசை,भाषा,Sanskrit,1500 BCE - present (liturgical/classical)
குடிநீர்,குடி,Tamil,300 BCE - present
குடிநீர்,நீர்,Tamil,300 BCE - present
துத்தம்,दुग्ध,Sanskrit,1500 BCE - present (liturgical/classical)
சூரியன்,सूर्य,Sanskrit,1500 BCE - present (liturgical/classical)
மொழி,*moẓV-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
யோனி,योनि,Sanskrit,1500 BCE - present (liturgical/classical)
மொழிபெயர்ப்பு,மொழி,Tamil,300 BCE - present
மொழிபெயர்ப்பு,பெயர்ப்பு,Tamil,300 BCE - present
ஆங்கிலம்,Angle,English,1550 CE - present
தெலுங்கு,తెలుఁగు,Telugu,not available
கூத்தாடு,கூத்து,Tamil,300 BCE - present
கூத்தாடு,ஆடு,Tamil,300 BCE - present
வெங்காயம்,வெண்,Tamil,300 BCE - present
வெங்காயம்,காயம்,Tamil,300 BCE - present
சிகரட்,cigarette,English,1550 CE - present
சிகரட்,cigarette,French,1600 CE - present
தொலைக்காட்சி,தொலை,Tamil,300 BCE - present
தொலைக்காட்சி,காட்சி,Tamil,300 BCE - present
தொலைக்காட்சி,television,English,1550 CE - present
புதன்,बुध,Sanskrit,1500 BCE - present (liturgical/classical)
திங்கள்,*tinkaḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
கணிதம்,गणित,Sanskrit,1500 BCE - present (liturgical/classical)
விமானம்,विमान,Sanskrit,1500 BCE - present (liturgical/classical)
வெள்ளிக்கிழமை,வெள்ளி,Tamil,300 BCE - present
வெள்ளிக்கிழமை,கிழமை,Tamil,300 BCE - present
சதுரங்கம்,चतुरङ्ग,Sanskrit,1500 BCE - present (liturgical/classical)
சதுரங்கம்,சதுரம்,Tamil,300 BCE - present
சதுரங்கம்,அரங்கம்,Tamil,300 BCE - present
பாம்பு,𑀧𑀸𑀫𑁆𑀧𑀼,Old Tamil,300 BCE - 700 CE
பாம்பு,*pāmpu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தற்பால்சேர்க்கை,தன்,Tamil,300 BCE - present
தற்பால்சேர்க்கை,பால்,Tamil,300 BCE - present
தற்பால்சேர்க்கை,சேர்க்கை,Tamil,300 BCE - present
அவள்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அவன்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
நீலம்,नील,Sanskrit,1500 BCE - present (liturgical/classical)
வங்காளதேசம்,வங்காளம்,Tamil,300 BCE - present
வங்காளதேசம்,தேசம்,Tamil,300 BCE - present
ஐதரசன்,hydrogen,English,1550 CE - present
இலங்கை,लङ्का,Sanskrit,1500 BCE - present (liturgical/classical)
ஆண்குறி,ஆண்,Tamil,300 BCE - present
ஆண்குறி,குறி,Tamil,300 BCE - present
கண்,*kaṇ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
விதைப்பை,விதை,Tamil,300 BCE - present
விதைப்பை,பை,Tamil,300 BCE - present
கலை,कला,Sanskrit,1500 BCE - present (liturgical/classical)
கோபம்,कोप,Sanskrit,1500 BCE - present (liturgical/classical)
கோபம்,*kwep-,Proto-Indo-European,4500 BCE - 2500 BCE
சர்க்கரை,शर्करा,Sanskrit,1500 BCE - present (liturgical/classical)
ஜங்கிள்,जङ्गल,Sanskrit,1500 BCE - present (liturgical/classical)
தியானம்,ध्यान,Sanskrit,1500 BCE - present (liturgical/classical)
கஞ்சாவை,गञ्जा,Sanskrit,1500 BCE - present (liturgical/classical)
நகரம்,नगर,Sanskrit,1500 BCE - present (liturgical/classical)
பக்தி,भक्ति,Sanskrit,1500 BCE - present (liturgical/classical)
கடிகாரம்,घटिकायन्त्र,Sanskrit,1500 BCE - present (liturgical/classical)
தொலைபேசி,தொலை,Tamil,300 BCE - present
தொலைபேசி,பேசு,Tamil,300 BCE - present
தொலைபேசி,-இ,Tamil,300 BCE - present
துரியான்,durian,Malay,not available
துரியான்,*duri-an,Proto-Malayic,not available
துரியான்,*duʀi-an,Proto-Malayo-Polynesian,not available
கானலி,Conley,English,1550 CE - present
போர்டு,Ford,English,1550 CE - present
சொத்து,स्व,Sanskrit,1500 BCE - present (liturgical/classical)
ஊறுகாய்,ஊறு,Tamil,300 BCE - present
ஊறுகாய்,காய்,Tamil,300 BCE - present
தசை,*tačay,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தீமுறி,தீ,Tamil,300 BCE - present
தீமுறி,முறி,Tamil,300 BCE - present
பழீயம்,பழுப்பு,Tamil,300 BCE - present
பழீயம்,ஈயம்,Tamil,300 BCE - present
நீரகம்,நீர்,Tamil,300 BCE - present
நீரகம்,அகம்,Tamil,300 BCE - present
தண்ணீர்,தண்,Tamil,300 BCE - present
தண்ணீர்,நீர்,Tamil,300 BCE - present
ஆழிப்பேரலை,ஆழி,Tamil,300 BCE - present
ஆழிப்பேரலை,பெரும்,Tamil,300 BCE - present
ஆழிப்பேரலை,அலை,Tamil,300 BCE - present
கணினி,கணிதம்,Tamil,300 BCE - present
கணினி,-இ,Tamil,300 BCE - present
ஆ,𑀆,Old Tamil,300 BCE - 700 CE
பன்றிக்குட்டி,பன்றி,Tamil,300 BCE - present
பன்றிக்குட்டி,குட்டி,Tamil,300 BCE - present
பன்றி,*panṯi,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சுண்டெலி,சுண்டு,Tamil,300 BCE - present
சுண்டெலி,எலி,Tamil,300 BCE - present
எலி,*eli,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
கருப்பு,*kār,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
மெய்யெழுத்து,மெய்,Tamil,300 BCE - present
மெய்யெழுத்து,எழுத்து,Tamil,300 BCE - present
உயிரெழுத்து,உயிர்,Tamil,300 BCE - present
உயிரெழுத்து,எழுத்து,Tamil,300 BCE - present
வேர்,*wēr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இஞ்சி,*cinki,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தேனீ,தேன்,Tamil,300 BCE - present
தேனீ,ஈ,Tamil,300 BCE - present
எரிமலை,எரி,Tamil,300 BCE - present
எரிமலை,மலை,Tamil,300 BCE - present
அண்ணன்,*aṇṇa,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
வார்த்தை,वार्त्ता,Sanskrit,1500 BCE - present (liturgical/classical)
பசு,पशु,Sanskrit,1500 BCE - present (liturgical/classical)
உலோகம்,लोह,Sanskrit,1500 BCE - present (liturgical/classical)
ஜன்னல்,janela,Portuguese,1516 CE - present
ஜன்னல்,janella,Old Portuguese,870 CE - 1400 CE
ஜன்னல்,*januella,Vulgar Latin,100 BCE - 600 CE
ஜன்னல்,iānua,Latin,700 BCE - 500 CE
மேசை,mesa,Old Portuguese,870 CE - 1400 CE
மேசை,mēsa,Vulgar Latin,100 BCE - 600 CE
மேசை,mēnsa,Latin,700 BCE - 500 CE
ரொட்டி,रोटी,Sanskrit,1500 BCE - present (liturgical/classical)
அரிவாள்,அரி,Tamil,300 BCE - present
அரிவாள்,வாள்,Tamil,300 BCE - present
சக்கரை,शर्करा,Sanskrit,1500 BCE - present (liturgical/classical)
ஓட்டல்,hotel,English,1550 CE - present
சிவப்பு,*kem,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
வருடம்,𑀯𑀭𑀼𑀝𑀫𑁆,Old Tamil,300 BCE - 700 CE
வருடம்,वर्ष,Sanskrit,1500 BCE - present (liturgical/classical)
பால்,*pāl,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
விண்கலம்,விண்,Tamil,300 BCE - present
விண்கலம்,கலம்,Tamil,300 BCE - present
ரகசியம்,रहस्य,Sanskrit,1500 BCE - present (liturgical/classical)
விவிலியம்,βιβλίον,Greek,1453 CE - present
மீன்,𑀫𑀻𑀷𑁆,Old Tamil,300 BCE - 700 CE
மீன்,*mīn,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
குங்குமப்பூ,குங்கும,Tamil,300 BCE - present
குங்குமப்பூ,பூ,Tamil,300 BCE - present
நிழல்,*nVẓal-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஏப்ரல்,April,English,1550 CE - present
அடைக்காய்,*aṭaykkāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சகோதரி,सहोदर,Sanskrit,1500 BCE - present (liturgical/classical)
சாவி,chave,Portuguese,1516 CE - present
கால்,काल,Sanskrit,1500 BCE - present (liturgical/classical)
காலம்,काल,Sanskrit,1500 BCE - present (liturgical/classical)
பிச்சைத்தனம்,பிச்சை,Tamil,300 BCE - present
பிச்சைத்தனம்,தனம்,Tamil,300 BCE - present
பிறிதுசாபம்,பிறிது,Tamil,300 BCE - present
பிறிதுசாபம்,சாபம்,Tamil,300 BCE - present
பிறைதொழு,பிறை,Tamil,300 BCE - present
பிறைதொழு,தொழு,Tamil,300 BCE - present
பிறிதின்கிழமை,பிறிதின்,Tamil,300 BCE - present
பிறிதின்கிழமை,கிழமை,Tamil,300 BCE - present
பிறவிக்குணம்,பிறவி,Tamil,300 BCE - present
பிறவிக்குணம்,குணம்,Tamil,300 BCE - present
பிறவிக்கடல்,பிறவி,Tamil,300 BCE - present
பிறவிக்கடல்,கடல்,Tamil,300 BCE - present
பிறவிக்குருடன்,பிறவி,Tamil,300 BCE - present
பிறவிக்குருடன்,குருடன்,Tamil,300 BCE - present
பிறவிப்பயன்,பிறவி,Tamil,300 BCE - present
பிறவிப்பயன்,பயன்,Tamil,300 BCE - present
பிறப்புவழி,பிறப்பு,Tamil,300 BCE - present
பிறப்புவழி,வழி,Tamil,300 BCE - present
பெண்,*peṇ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஜலம்,जल,Sanskrit,1500 BCE - present (liturgical/classical)
பல்,*pal,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஜனவரி,January,English,1550 CE - present
இடியாப்பம்,இடி,Tamil,300 BCE - present
இடியாப்பம்,அப்பம்,Tamil,300 BCE - present
அத்தியாபகன்,अध्यापक,Sanskrit,1500 BCE - present (liturgical/classical)
நாம்,*ñām,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
பெயர்,𑀧𑁂𑁆𑀬𑀭𑁆,Old Tamil,300 BCE - 700 CE
பெயர்,*picar,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
புத்தகம்,पुस्तक,Sanskrit,1500 BCE - present (liturgical/classical)
சாளரம்,जालक,Sanskrit,1500 BCE - present (liturgical/classical)
ஒ,*o-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சௌக்கியமா,सौख्य,Sanskrit,1500 BCE - present (liturgical/classical)
ஜப்பான்,Japan,English,1550 CE - present
கிறிஸ்துமஸ்,Christmas,English,1550 CE - present
வெற்றிலை,வெற்று,Tamil,300 BCE - present
வெற்றிலை,இலை,Tamil,300 BCE - present
கந்தகம்,गन्धक,Sanskrit,1500 BCE - present (liturgical/classical)
காறையெலும்பு,காறை,Tamil,300 BCE - present
காறையெலும்பு,எலும்பு,Tamil,300 BCE - present
வில்,*wil,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
வேண்டுகோள்,வேண்டு,Tamil,300 BCE - present
வேண்டுகோள்,கொள்,Tamil,300 BCE - present
சாம்பல்,शामील,Sanskrit,1500 BCE - present (liturgical/classical)
கன்னம்,कर्ण,Sanskrit,1500 BCE - present (liturgical/classical)
௵,वर्ष,Sanskrit,1500 BCE - present (liturgical/classical)
ஆண்டு,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
பிரஞ்சு,French,English,1550 CE - present
எருது,*er-utu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆந்தை,*āntai,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆந்தை,ஆதன்,Tamil,300 BCE - present
ஆந்தை,தந்தை,Tamil,300 BCE - present
பணம்,पण,Sanskrit,1500 BCE - present (liturgical/classical)
பணம்,फण,Sanskrit,1500 BCE - present (liturgical/classical)
பணம்,वर्ण,Sanskrit,1500 BCE - present (liturgical/classical)
வாய்,*wāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தாய்,*tāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
நாள்,𑀦𑀸𑀴𑁆,Old Tamil,300 BCE - 700 CE
உள்,*uḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தந்தை,*tantay,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தந்தை,*tanṯi,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
புஸ்தகம்,पुस्तक,Sanskrit,1500 BCE - present (liturgical/classical)
அது,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இது,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அண்ணா,*aṇṇa,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
பிறந்தநாள்,பிறந்தை,Tamil,300 BCE - present
பிறந்தநாள்,நாள்,Tamil,300 BCE - present
பூ,*pū,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
நல்,*nal,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
வம்சம்,वंश,Sanskrit,1500 BCE - present (liturgical/classical)
நாளை,*nāḷ-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தான்,*tāṉ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சாயங்காலம்,सन्ध्याकाल,Sanskrit,1500 BCE - present (liturgical/classical)
போ,*pō-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஜெருசலேம்,Jerusalem,English,1550 CE - present
வேப்பமரம்,வேம்பு,Tamil,300 BCE - present
வேப்பமரம்,மரம்,Tamil,300 BCE - present
மான்,*mā,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சத்தம்,शब्द,Sanskrit,1500 BCE - present (liturgical/classical)
கோட்டம்,कोष्ठ,Sanskrit,1500 BCE - present (liturgical/classical)
ஆர்த்தி,आरती,Hindi,not available
ஆர்த்தி,आरात्रिक,Sanskrit,1500 BCE - present (liturgical/classical)
சிகப்பு,*kem,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சிகப்பு,*kemappu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தோசம்,दोष,Sanskrit,1500 BCE - present (liturgical/classical)
சிநேகிதன்,स्नेहित,Sanskrit,1500 BCE - present (liturgical/classical)
நெய்,*ney,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
வெண்கலம்,வெண்-,Tamil,300 BCE - present
வெண்கலம்,கலம்,Tamil,300 BCE - present
ரோம்,Rome,English,1550 CE - present
புருவம்,भ्रू,Sanskrit,1500 BCE - present (liturgical/classical)
ஏலக்காய்,*ēlakāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
மஞ்ஞை,*mayVr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
மயில்,*mayVr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
என்ன,*yā,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
பழம்,*paẓam,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
பழம்,*palam,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
விரல்,*wiral,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
காக்கை,*kākkai,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
தாடி,𑀤𑀸𑀠𑀺𑀆,Prakrit,500 BCE - 1000 CE
தாடி,दाढिका,Sanskrit,1500 BCE - present (liturgical/classical)
கோழி,*kōẓi,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
புத்தன்,बुद्ध,Sanskrit,1500 BCE - present (liturgical/classical)
அப்பால்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அப்புறம்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
படி,पठति,Sanskrit,1500 BCE - present (liturgical/classical)
பக்கம்,pakkha,Pali,500 BCE - 1 CE
பக்கம்,पक्ष,Sanskrit,1500 BCE - present (liturgical/classical)
பெட்டி,*peṭṭi,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அனுபவம்,अनुभव,Sanskrit,1500 BCE - present (liturgical/classical)
பள்ளிக்கூடம்,பள்ளி,Tamil,300 BCE - present
பள்ளிக்கூடம்,கூடம்,Tamil,300 BCE - present
வால்,वाल,Sanskrit,1500 BCE - present (liturgical/classical)
மனிதன்,मनुष्य,Sanskrit,1500 BCE - present (liturgical/classical)
வருஷம்,वर्ष,Sanskrit,1500 BCE - present (liturgical/classical)
மைல்,mile,English,1550 CE - present
கோயில்,கோ,Tamil,300 BCE - present
கோயில்,இல்,Tamil,300 BCE - present
வேளை,वेला,Sanskrit,1500 BCE - present (liturgical/classical)
இன்று,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அழு,*eẓ-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இங்கே,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆபிச்,office,English,1550 CE - present
இப்போது,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சுதந்தரம்,स्वतन्त्र,Sanskrit,1500 BCE - present (liturgical/classical)
கூடு,*kūṭu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
செங்கிழங்கு,செங்,Tamil,300 BCE - present
செங்கிழங்கு,கிழங்கு,Tamil,300 BCE - present
பீட்ரூட்,beetroot,English,1550 CE - present
செம்,*kem,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இளநீர்,இள,Tamil,300 BCE - present
இளநீர்,நீர்,Tamil,300 BCE - present
மாலை,𑀫𑀸𑀮𑁃,Old Tamil,300 BCE - 700 CE
மாலை,माला,Sanskrit,1500 BCE - present (liturgical/classical)
வினைச்சொல்,வினை,Tamil,300 BCE - present
வினைச்சொல்,சொல்,Tamil,300 BCE - present
புளி,*puḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
வலைத் தளம்,website,English,1550 CE - present
வலைத் தளம்,வலைத்,Tamil,300 BCE - present
வலைத் தளம்,தளம்,Tamil,300 BCE - present
அலைப்பேசி,mobile phone,English,1550 CE - present
அலைப்பேசி,அலைப்,Tamil,300 BCE - present
அலைப்பேசி,பேசி,Tamil,300 BCE - present
நரகம்,नरक,Sanskrit,1500 BCE - present (liturgical/classical)
நாகம்,नाग,Sanskrit,1500 BCE - present (liturgical/classical)
நாகம்,नाक,Sanskrit,1500 BCE - present (liturgical/classical)
பருவதம்,पर्वत,Sanskrit,1500 BCE - present (liturgical/classical)
பருப்பதம்,पर्वत,Sanskrit,1500 BCE - present (liturgical/classical)
பர்வதம்,पर्वत,Sanskrit,1500 BCE - present (liturgical/classical)
கழுதை,*kaẓutay,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இல்,*il,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இலக்கியம்,இலக்கு,Tamil,300 BCE - present
இலக்கியம்,இயம்,Tamil,300 BCE - present
இலக்கு,𑀮𑀓𑁆𑀔,Prakrit,500 BCE - 1000 CE
இலக்கு,लक्ष,Sanskrit,1500 BCE - present (liturgical/classical)
பூமி,भूमि,Sanskrit,1500 BCE - present (liturgical/classical)
தூரம்,दूर,Sanskrit,1500 BCE - present (liturgical/classical)
தேர்,*tēr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ரசம்,रस,Sanskrit,1500 BCE - present (liturgical/classical)
பார்லி,barley,English,1550 CE - present
அடவி,अटवि,Sanskrit,1500 BCE - present (liturgical/classical)
வனம்,वन,Sanskrit,1500 BCE - present (liturgical/classical)
