Term,Stamm,Sprache,Zeitraum
स्तन,*pstḗn,Proto-Indo-European,4500 BCE - 2500 BCE
कण,*kánas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
कण,*kánas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
श्मश्रु,*smoḱru,Proto-Indo-European,4500 BCE - 2500 BCE
विधवा,*HwidʰáwaH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
विधवा,*h₁widʰéwh₂,Proto-Indo-European,4500 BCE - 2500 BCE
उष्ट्र,*úštras,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ananás,naná,Guaraní,not available
कवि,*káwHiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
विष,*wiṣás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
विष,*wišás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
विष,*wisós,Proto-Indo-European,4500 BCE - 2500 BCE
hospital,hospital,Old Portuguese,870 CE - 1400 CE
hospital,hospitālis,Late Latin,200 CE - 600 CE
hospital,hospitālis,Latin,700 BCE - 500 CE
hospital,hospital,Middle English,1150 CE - 1500 CE
hospital,hospital,Old French,800 CE - 1400 CE
hospital,hospitālis,Late Latin,200 CE - 600 CE
hospital,hospitālis,Latin,700 BCE - 500 CE
uṇṇa,ऊर्णा,Sanskrit,1500 BCE - present (liturgical/classical)
ऊर्णा,*Hwŕ̥HnaH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ऊर्णा,*h₂wĺ̥h₁neh₂,Proto-Indo-European,4500 BCE - 2500 BCE
वर्ण,*wárnas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
वर्ण,*welh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
श्वास,*ćwāsás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पूर्ण,*pr̥Hnás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पूर्ण,*pl̥h₁nós,Proto-Indo-European,4500 BCE - 2500 BCE
पोर,पोत,Sanskrit,1500 BCE - present (liturgical/classical)
शङ्क्,*ḱenk-,Proto-Indo-European,4500 BCE - 2500 BCE
दूर्वा,*dŕ̥HwaH,Proto-Indo-Aryan,2000 BCE - 1500 BCE
दूर्वा,*dŕ̥HwaH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ತೇಳು,*tēḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
बीज,*bíHȷ́am,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पत्नी,*pátniH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पत्नी,*pótnih₂,Proto-Indo-European,4500 BCE - 2500 BCE
मित्र,*mitrás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मित्र,*mitrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मित्र,*mey-,Proto-Indo-European,4500 BCE - 2500 BCE
रोग,*lewg-,Proto-Indo-European,4500 BCE - 2500 BCE
राजन्,*h₃rḗǵs,Proto-Indo-European,4500 BCE - 2500 BCE
रक्षा,*h₂lek-,Proto-Indo-European,4500 BCE - 2500 BCE
पुत्र,*putrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पुत्र,*peh₂w-,Proto-Indo-European,4500 BCE - 2500 BCE
श्लक्ष्ण,*slagžʰnás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
श्लक्ष्ण,*sleg⁽ʷ⁾ʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
दूर,*duHrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मांस,*māmsám,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्त्री,*stríH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ಪುಣ್ಣಿಮೆ,पूर्णिमा,Sanskrit,1500 BCE - present (liturgical/classical)
पूर्णिमा,पूर्ण,Sanskrit,1500 BCE - present (liturgical/classical)
पूर्णिमा,मा,Sanskrit,1500 BCE - present (liturgical/classical)
स्पर्धा,*sperdʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
उग्र,*Hugrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्वप्न,*swápnas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्वप्न,*swépnos,Proto-Indo-European,4500 BCE - 2500 BCE
दहति,*dʰáǰʰati,Proto-Indo-Iranian,2200 BCE - 1800 BCE
दहति,*dʰégʷʰeti,Proto-Indo-European,4500 BCE - 2500 BCE
वधू,*wadʰúHs,Proto-Indo-Aryan,2000 BCE - 1500 BCE
वधू,*wadʰúHs,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हिम,*źʰimás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
हिम,*ȷ́ʰimás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हिम,*ǵʰéyōm,Proto-Indo-European,4500 BCE - 2500 BCE
ऋण,*Hr̥nás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
कॢप्,*(s)kelH-,Proto-Indo-European,4500 BCE - 2500 BCE
सेतु,*sHáytuš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पति,*pátiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पति,*pótis,Proto-Indo-European,4500 BCE - 2500 BCE
ऊर्ध्व,*r̥Hdʰwás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ऊर्ध्व,*h₃erdʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
श्वन्,*ćwā́,Proto-Indo-Iranian,2200 BCE - 1800 BCE
श्वन्,*ḱwṓ,Proto-Indo-European,4500 BCE - 2500 BCE
पाप,*pāpás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
जय,*gʷey-,Proto-Indo-European,4500 BCE - 2500 BCE
क्षय,*gẓʰayás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
क्षय,*gžʰayás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
क्षय,*dʰgʷʰey-,Proto-Indo-European,4500 BCE - 2500 BCE
ऋषभ,*(w)r̥šabʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मृग,*mr̥gás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
बल,*bálas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
बल,*bálas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
बल,*bel-,Proto-Indo-European,4500 BCE - 2500 BCE
हंस,*ȷ́ʰansás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हंस,*ǵʰh₂éns,Proto-Indo-European,4500 BCE - 2500 BCE
तत्क्षण,तद्,Sanskrit,1500 BCE - present (liturgical/classical)
तत्क्षण,क्षण,Sanskrit,1500 BCE - present (liturgical/classical)
मूक,*muHkós,Proto-Indo-European,4500 BCE - 2500 BCE
राष्ट्रपति,राष्ट्र,Sanskrit,1500 BCE - present (liturgical/classical)
राष्ट्रपति,पति,Sanskrit,1500 BCE - present (liturgical/classical)
ಬರ್ದುಂಕು,ಬೞ್ದುಂಕು,Old Kannada,450 CE - 1200 CE
ಬರ್ದುಂಕು,*vāẓ-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಬೞ್ದುಂಕು,*vāẓ-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಪೊರಗು,*pūr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಸಾಸಿರ,सहस्र,Sanskrit,1500 BCE - present (liturgical/classical)
सहस्र,*saźʰásram,Proto-Indo-Aryan,2000 BCE - 1500 BCE
सहस्र,*saȷ́ʰásram,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ಪಡಂಗು,*paḍak-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಪಕ್ಕಿ,पक्षिन्,Sanskrit,1500 BCE - present (liturgical/classical)
ತುಪ್ಪ,𑀢𑀼𑀧𑁆𑀧,Maharastri Prakrit,1 CE - 700 CE
जीव,*ǰiHwás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
जीव,*gʷih₃wós,Proto-Indo-European,4500 BCE - 2500 BCE
युद्ध,*Hyawdʰ-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
युद्ध,*Hyewdʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
ಪಿತ್ತಳೆ,पित्तल,Sanskrit,1500 BCE - present (liturgical/classical)
हस्त,*ȷ́ʰástas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हस्त,*ǵʰes-,Proto-Indo-European,4500 BCE - 2500 BCE
वृक्ष,*wr̥ćšás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
बुद्धि,*bʰúddʰiṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
बुद्धि,*bʰúdᶻdʰiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
𐎤𐎢𐎽𐎢𐏁,𒁹𒆪𒊏𒀾,Elamite,not available
कृष्ण,*kr̥šnás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
कृष्ण,*kr̥snós,Proto-Indo-European,4500 BCE - 2500 BCE
शिव,*ḱey-,Proto-Indo-European,4500 BCE - 2500 BCE
शिव,*ḱewh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
मुग्ध,*mugʰdʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मग्न,*mesg-,Proto-Indo-European,4500 BCE - 2500 BCE
सर्प,*sarpás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
सर्प,*sarpás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सर्प,*serp-,Proto-Indo-European,4500 BCE - 2500 BCE
बोधति,*báwdʰati,Proto-Indo-Aryan,2000 BCE - 1500 BCE
बोधति,*bʰáwdʰati,Proto-Indo-Iranian,2200 BCE - 1800 BCE
बोधति,*bʰéwdʰeti,Proto-Indo-European,4500 BCE - 2500 BCE
गर्भ,*gárbʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मेघ,*Hmaygʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रहस्य,*raȷ́ʰ-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ईर्ष्यति,*Harš-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ईर्ष्यति,*h₁ers-,Proto-Indo-European,4500 BCE - 2500 BCE
वायु,*HwaHyúš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ज्वलति,*ȷ́wálati,Proto-Indo-Aryan,2000 BCE - 1500 BCE
ज्वलति,*ȷ́wálati,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रवि,*h₂rewi-,Proto-Indo-European,4500 BCE - 2500 BCE
कपट,*kh₂emp-,Proto-Indo-European,4500 BCE - 2500 BCE
वृषभ,*(w)r̥šabʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
भेद,*bʰeyd-,Proto-Indo-European,4500 BCE - 2500 BCE
हीन,*ȷ́ʰHnás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हीन,*ǵʰh₁-nós,Proto-Indo-European,4500 BCE - 2500 BCE
पीडयति,*piždáyati,Proto-Indo-Iranian,2200 BCE - 1800 BCE
चर्मन्,*čárma,Proto-Indo-Iranian,2200 BCE - 1800 BCE
चर्मन्,*(s)ker-,Proto-Indo-European,4500 BCE - 2500 BCE
पुरुष,*pŕ̥Hṣas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
पुरुष,*perh₃-,Proto-Indo-European,4500 BCE - 2500 BCE
सूकर,*suH-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सूकर,*suH-,Proto-Indo-European,4500 BCE - 2500 BCE
नर,*Hnáras,Proto-Indo-Aryan,2000 BCE - 1500 BCE
नर,*Hnáras,Proto-Indo-Iranian,2200 BCE - 1800 BCE
नर,*h₂nḗr,Proto-Indo-European,4500 BCE - 2500 BCE
समुद्र,*wódr̥,Proto-Indo-European,4500 BCE - 2500 BCE
پیغمبر,pgtʾmbl,Middle Persian,300 BCE - 651 CE
रथ,*Hrátʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ऋषि,*ŕ̥ṣiṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
ऋषि,*r̥šíš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
Mary,Marie,Middle English,1150 CE - 1500 CE
Mary,Marie,Old French,800 CE - 1400 CE
Mary,Maria,Latin,700 BCE - 500 CE
Mary,Μαρία,Ancient Greek,1500 BCE - 300 BCE
Mary,מַרְיָם,Aramaic,not available
Mary,מִרְיָם,Hebrew,900 BCE - 500 CE
Christmas,Cristemasse,Middle English,1150 CE - 1500 CE
Christmas,Cristes mæsse,Old English,450 CE - 1150 CE
मुख,*múkʰam,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मुख,*múkʰam,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ह्रस्व,*ȷ́ʰraswás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ह्रस्व,*ǵʰer-,Proto-Indo-European,4500 BCE - 2500 BCE
स्पष्ट,*spaṣṭás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
स्पष्ट,*spaštás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
नम्र,*namrás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
नम्र,*namrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
द्वेष,*dwáyšas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
कृश,*kr̥śás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
कृश,*kr̥ćás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
कृश,*kr̥ḱós,Proto-Indo-European,4500 BCE - 2500 BCE
त्याग,*tyāgás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
त्याग,*tyegʷ-,Proto-Indo-European,4500 BCE - 2500 BCE
वस्त्र,*wástram,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मधु,*mádʰu,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मधु,*médʰu,Proto-Indo-European,4500 BCE - 2500 BCE
दृढ,*dr̥ẓḍʰás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
दृढ,*dʰr̥ždʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मृत,*mr̥tás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मृत,*mr̥tós,Proto-Indo-European,4500 BCE - 2500 BCE
कलिंगड,कालिङ्ग,Sanskrit,1500 BCE - present (liturgical/classical)
गुप्त,*guptás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
गुप्त,*guptás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ಪಸು,pasu,Pali,500 BCE - 1 CE
ಪಸು,𑀧𑀲𑀼,Maharastri Prakrit,1 CE - 700 CE
ಪಸು,पशु,Sanskrit,1500 BCE - present (liturgical/classical)
पशु,*páću,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पशु,*péḱu,Proto-Indo-European,4500 BCE - 2500 BCE
ಎರ್ತು,ಎೞ್ತು,Old Kannada,450 CE - 1200 CE
ಎರ್ತು,*er-utu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಎೞ್ತು,*er-utu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಪೂ,*pū,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
स्थिति,*stéh₂tis,Proto-Indo-European,4500 BCE - 2500 BCE
ಪೂವು,*pū,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
द्रोण,*dráwnam,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ಗರ್ದೆ,ಗೞ್ದೆ,Old Kannada,450 CE - 1200 CE
ಗರ್ದೆ,*keẓ-d,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಗೞ್ದೆ,*keẓ-d,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
रात्रि,*HráHtriH,Proto-Indo-Aryan,2000 BCE - 1500 BCE
रात्रि,*HráHtriH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रात्रि,*Hréh₁trih₂,Proto-Indo-European,4500 BCE - 2500 BCE
उत्तम,*uttamás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
उत्तम,*utˢtamás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
उत्तम,*udtm̥mós,Proto-Indo-European,4500 BCE - 2500 BCE
मनुष्य,*manuṣyás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मनुष्य,*manušyás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मनुष्य,*mon-,Proto-Indo-European,4500 BCE - 2500 BCE
आर्य,*Áryas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
आर्य,*Áryas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
इच्छा,*h₂eys-,Proto-Indo-European,4500 BCE - 2500 BCE
जाति,*ȷ́aHtíṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
जाति,*ȷ́áHtiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
जाति,*ǵénh₁tis,Proto-Indo-European,4500 BCE - 2500 BCE
मृत्यु,*mr̥tyúš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मृत्यु,*mer-,Proto-Indo-European,4500 BCE - 2500 BCE
रिक्त,*riktás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
लोक,*lawkás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
श्रेष्ठ,*ćráyHištʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
यज्ञ,*Hyaȷ́nás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
repair,repairen,Middle English,1150 CE - 1500 CE
repair,reparer,Middle French,1340 CE - 1610 CE
repair,reparō,Latin,700 BCE - 500 CE
repair,repairier,Old French,800 CE - 1400 CE
repair,repatriare,Late Latin,200 CE - 600 CE
स्रोतस्,*sráwtas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मध्याह्न,मध्य,Sanskrit,1500 BCE - present (liturgical/classical)
मध्याह्न,अहन्,Sanskrit,1500 BCE - present (liturgical/classical)
अंश,*Hánćas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अंश,*h₁ónḱos,Proto-Indo-European,4500 BCE - 2500 BCE
घोष,*gʰáwṣas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
घोष,*gʰáwšas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गूढ,*gʰuẓḍʰás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
गूढ,*gʰuždʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तृण,*tŕ̥nam,Proto-Indo-Aryan,2000 BCE - 1500 BCE
तृण,*tŕ̥nam,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तृण,*tr̥nós,Proto-Indo-European,4500 BCE - 2500 BCE
पात्र,*páHtram,Proto-Indo-Aryan,2000 BCE - 1500 BCE
पात्र,*páHtram,Proto-Indo-Iranian,2200 BCE - 1800 BCE
क्षेत्र,*ṭṣáytram,Proto-Indo-Aryan,2000 BCE - 1500 BCE
क्षेत्र,*ćšáytram,Proto-Indo-Iranian,2200 BCE - 1800 BCE
क्षेत्र,*tḱey-,Proto-Indo-European,4500 BCE - 2500 BCE
शुक्र,*śukrás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
शुक्र,*ćukrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
शुक्र,*ḱuk-ró-s,Proto-Indo-European,4500 BCE - 2500 BCE
अन्य,*Hanyás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अन्य,*Hanyás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
दिव्य,*diwyás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
दिव्य,*diwyás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
दिव्य,*diwyós,Proto-Indo-European,4500 BCE - 2500 BCE
वृद्ध,*wr̥dᶻdʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
वसन्त,*wásr̥,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तृप्ति,*terp-,Proto-Indo-European,4500 BCE - 2500 BCE
मनस्,*mánas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मनस्,*ménos,Proto-Indo-European,4500 BCE - 2500 BCE
ಪಗಲ್,*pakal,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
त्यजति,*tyáȷ́ati,Proto-Indo-Aryan,2000 BCE - 1500 BCE
त्यजति,*tyáǰati,Proto-Indo-Iranian,2200 BCE - 1800 BCE
त्यजति,*tyegʷ-,Proto-Indo-European,4500 BCE - 2500 BCE
लज्जा,*lazȷ́-,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अस्थि,*Hástʰi,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सत्य,*Hsatyás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सम,*samHás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सम,*somHós,Proto-Indo-European,4500 BCE - 2500 BCE
सहते,*sáźʰatay,Proto-Indo-Aryan,2000 BCE - 1500 BCE
सहते,*sáȷ́ʰatay,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सहते,*seǵʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
فرصت,فُرْصَة,Arabic,600 CE - present
ಬಿಡು,ವಿಡು,Old Kannada,450 CE - 1200 CE
ಬಿಡು,*viṭu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
रजा,رِضًا,Arabic,600 CE - present
رضا,رِضًا,Arabic,600 CE - present
लघु,*Hlagʰúṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
लघु,*Hlagʰúš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
लघु,*h₁léngʰus,Proto-Indo-European,4500 BCE - 2500 BCE
तृष्णा,*tŕ̥šnas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हक़,حَقّ,Arabic,600 CE - present
حق,حَقّ,Arabic,600 CE - present
कटु,*kaṭ-u,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
मणि,*maníṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मणि,*maníš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मूढ,*muẓḍʰás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मूढ,*muždʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
द्यूत,*dyuH-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गत,*gatás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गत,*gʷm̥tós,Proto-Indo-European,4500 BCE - 2500 BCE
नाश,*nāśás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
नाश,*nāćás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
church,chirche,Middle English,1150 CE - 1500 CE
church,ċiriċe,Old English,450 CE - 1150 CE
church,*kirikā,Proto-West Germanic,before 500 CE (unconfirmed)
church,κυριακόν,Ancient Greek,1500 BCE - 300 BCE
church,*ḱewh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
पर्वन्,*párwr̥,Proto-Indo-Aryan,2000 BCE - 1500 BCE
पर्वन्,*párwr̥,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पर्वन्,*pérwr̥,Proto-Indo-European,4500 BCE - 2500 BCE
क्रीडा,*kriẓḍ-,Proto-Indo-Aryan,2000 BCE - 1500 BCE
कन्या,*kanyáH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
कन्या,*ken-,Proto-Indo-European,4500 BCE - 2500 BCE
मूत्र,*múHtrom,Proto-Indo-European,4500 BCE - 2500 BCE
श्रद्धा,*ćradᶻdʰáH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अश्रु,*Háśru,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अश्रु,*Háćru,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अश्रु,*h₂eḱru,Proto-Indo-European,4500 BCE - 2500 BCE
युक्त,*yuktás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
युक्त,*yugtós,Proto-Indo-European,4500 BCE - 2500 BCE
देश,*dayśás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
देश,*dayćás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
देश,*deyḱ-,Proto-Indo-European,4500 BCE - 2500 BCE
ध्वनि,*dʰwaníṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
ध्वनि,*dʰwaníš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ध्वनि,*dʰwen-,Proto-Indo-European,4500 BCE - 2500 BCE
प्राण,*h₂enh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
गुहा,*gʰawȷ́ʰ-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
प्रीति,*priHtíš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
इरादा,إِرَادَة,Arabic,600 CE - present
ग्राम,*grā́mas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
ग्राम,*grā́mas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ग्राम,*h₂ger-,Proto-Indo-European,4500 BCE - 2500 BCE
मात्र,*mā́tram,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मध्य,*mádʰyas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मध्य,*médʰyos,Proto-Indo-European,4500 BCE - 2500 BCE
अर्ध,*Hárdʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
शूर,*ćuHrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
शूर,*ḱewH-,Proto-Indo-European,4500 BCE - 2500 BCE
वीर,*wiHrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
वीर,*wiHrós,Proto-Indo-European,4500 BCE - 2500 BCE
दृष्टि,*dŕ̥ṣṭiṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
दृष्टि,*dŕ̥štiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
दृष्टि,*derḱ-,Proto-Indo-European,4500 BCE - 2500 BCE
ಬಾಯ್,*wāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
क्रूर,*kruHrás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
क्रूर,*kruHrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
क्रूर,*kruh₂rós,Proto-Indo-European,4500 BCE - 2500 BCE
ऋतु,*Hr̥túš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
होम,*źʰáwmas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
होम,*ȷ́ʰáwmas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गणपति,गण,Sanskrit,1500 BCE - present (liturgical/classical)
गणपति,पति,Sanskrit,1500 BCE - present (liturgical/classical)
मृदु,*mr̥dúṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मृदु,*mr̥dúš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मृदु,*ml̥dus,Proto-Indo-European,4500 BCE - 2500 BCE
एक,*Háykas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
एक,*Háykas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
एक,*óynos,Proto-Indo-European,4500 BCE - 2500 BCE
भाग,*bʰāgás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
भाग,*bʰāgás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
भाग,*bʰeh₂g-,Proto-Indo-European,4500 BCE - 2500 BCE
महादेव,महा,Sanskrit,1500 BCE - present (liturgical/classical)
महादेव,देव,Sanskrit,1500 BCE - present (liturgical/classical)
ಕೊಟ್ಟಗೆ,गोष्ठ,Sanskrit,1500 BCE - present (liturgical/classical)
गोष्ठ,गो,Sanskrit,1500 BCE - present (liturgical/classical)
गोष्ठ,स्थ,Sanskrit,1500 BCE - present (liturgical/classical)
Europe,Europe,Middle English,1150 CE - 1500 CE
Europe,Europa,Latin,700 BCE - 500 CE
